date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:57	8769/8769	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:51:57%20GMT	https://frame.archive.josias.me/de/home/audio/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/audio/index.html	(from https://frame.archive.josias.me/de/home/)
19:51:57	9630/9630	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:51:57%20GMT	https://frame.archive.josias.me/de/home/hardware/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/hardware/index.html	(from https://frame.archive.josias.me/de/home/)
19:51:57	10375/10375	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:51:57%20GMT	https://frame.archive.josias.me/de/home/technologie/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/technologie/index.html	(from https://frame.archive.josias.me/de/home/)
19:51:58	276/276	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/contact.svg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/contact.svg	(from https://frame.archive.josias.me/de/home/)
19:51:59	2090344/2090344	U-----	200	untouched ('')	image/jpeg	date:Wed,%2027%20Jun%202018%2013:10:32%20GMT	https://frame.archive.josias.me/fileadmin/News/design_trends_2018.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/design_trends_2018.jpg	(from https://frame.archive.josias.me/de/home/)
19:51:59	11812/11812	U-----	200	untouched ('')	image/jpeg	date:Thu,%2007%20Jun%202018%2013:07:28%20GMT	https://frame.archive.josias.me/fileadmin/News/insta_zigor_profileimage.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/insta_zigor_profileimage.jpg	(from https://frame.archive.josias.me/de/home/)
19:51:59	199457/199457	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:08:27%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-overwatch_e-sport-01.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-overwatch_e-sport-01.jpg	(from https://frame.archive.josias.me/de/home/)
19:51:59	10967/10967	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:51:59%20GMT	https://frame.archive.josias.me/de/home/design/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/design/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:00	671/671	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/twitter.svg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/twitter.svg	(from https://frame.archive.josias.me/de/home/)
19:52:01	6380172/6380172	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:20:43%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-fussball_vokabular-01.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-fussball_vokabular-01.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:01	4718635/4718635	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:40:18%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-doping_im_sport-01.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-doping_im_sport-01.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:01	3614418/3614418	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:45:00%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-bitcoin-01.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-bitcoin-01.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:01	10437/10437	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:01%20GMT	https://frame.archive.josias.me/de/home/sport/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/sport/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:02	1598/1598	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/JavaScript/Dist/main.js?1535280516	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/JavaScript/Dist/main7418.js	(from https://frame.archive.josias.me/de/home/)
19:52:05	8660/8660	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:03%20GMT	https://frame.archive.josias.me/de/home/software/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/software/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:05	8657/8657	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:03%20GMT	https://frame.archive.josias.me/de/home/film/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/film/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:07	10191/10191	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:05%20GMT	https://frame.archive.josias.me/de/home/web/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/web/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:07	1804/1804	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2018:52:07%20GMT	https://frame.archive.josias.me/de/post/lightroom/frame-magazine.ch	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/post/lightroom/frame-magazine.ch	(from https://frame.archive.josias.me/de/post/lightroom/)
